ID_REF,Control_1,Control_2,Control_3,Control_4,Treated_1,Treated_2,Treated_3,Treated_4
218909_at,10226,7796.9,8682.5,1879.4,4216.9,5343.5,3248.1,7367.6
218910_at,1206,1310.7,1577.5,1334.9,1184.5,3070.6,1366.8,1070.1
218912_at,264.9,10.2,38.7,149.7,166.4,291.6,190.9,118.4
218916_at,1506.5,755.5,1310.8,982,1547.5,895.6,1473.7,889.8
218917_s_at,986.3,1069.8,547.2,789.4,941.6,746.2,1267.7,822.2
218918_at,1217.9,1498,1189.5,1823.4,1884.1,1294.1,888.9,1167.3
218919_at,1133.9,1901.8,1378,1788.1,1521.1,1075.2,1453.3,1436.3
218926_at,3638.1,2710.6,3446.1,2947.1,2925.6,1076.4,2265.7,2882.3
218929_at,364.5,314.6,532.5,192.3,348.9,625.8,395,309.5
218930_s_at,1350.4,1537.4,1333.3,1114.6,845.2,528.9,1412.2,1536.4
218933_at,370,473.8,400.2,388.4,448.2,253.8,185.4,629.3
218935_at,779.4,563.1,428.4,241.2,491.2,258.9,290.6,523.3
218939_at,536,165.3,328.6,821.8,254.4,299.3,356,166.2
218942_at,3683.6,2952.6,3307.1,1361.9,1387.1,1464.9,1333.4,2448.1
218946_at,638.9,643.5,719,336.8,768.1,767.1,610.8,1672.6
218949_s_at,297.1,31.6,91.2,252.9,182.4,47.6,203.3,275.1
218958_at,556.8,334,408.5,483.3,500.5,521.4,939.9,620.2
218962_s_at,645.8,415.3,577.5,371.4,211.7,198.4,137.6,382.7
218967_s_at,688.9,1358.7,959.1,921.5,255.7,955.8,205.1,557.2
218968_s_at,1061.4,3209.8,1838.8,2209.4,1201.8,2202.1,417.2,1236.6
218972_at,317.1,418.2,207.4,260.4,484.6,90.9,132,336.6
218974_at,2225.2,2089.3,2249,1379.3,859.7,1170.2,685.9,2995
218975_at,958.9,298.6,1018.7,416.1,1028.8,822,1053.3,1158.7
218979_at,213.3,324.4,457.6,281.2,132.1,238.9,388.4,239
218983_at,350.1,514.1,349.3,1005.3,658.6,407.7,238.2,917.2
218988_at,1118.4,303.1,765.2,752.4,527.8,321.7,373.5,973.7
219001_s_at,532.7,379.6,493.3,190.6,409.2,106.6,977.5,499.7
219002_at,642.2,967.2,756.3,408,462.5,1006.6,222.7,601.5
219006_at,267.7,275,837.1,585,257.4,261.9,261.6,497.3
219007_at,3261.4,1147.1,2207.2,2136.5,1977.1,2232.8,1631.2,1389
219012_s_at,392.6,7.3,11.9,674.3,190.3,11.8,151,100.3
219013_at,2524.7,3415,2206.3,2555.4,3513.6,1636,2752,4603.1
219014_at,252.1,307.4,235.7,669.9,165.1,19.2,26.1,4.3
219017_at,1345.2,857.5,996.1,514.6,859.5,531.1,621.7,832.6
219023_at,288.4,347.5,172,32.5,23.4,324,156.8,312.7
219027_s_at,779.8,221.2,538.5,290.7,38,792.7,309,146.8
219028_at,4645.2,5036.7,4443.8,7420.5,9016.9,7216.4,9527.4,5425.3
219030_at,428.2,350,316,242.9,344.9,200.4,5.9,564.1
219032_x_at,1460.2,1490.2,1970.8,1729.9,1166,1664.3,936.4,283
219041_s_at,1131.2,705.4,1077.3,1757.6,539.3,909.1,1022,669.2
219043_s_at,261.3,527.4,136.4,42.9,135.9,169.9,100.8,98.1
219046_s_at,562.4,388.6,831.9,351.1,703.1,173.3,58,366.6
219049_at,763.8,553.7,506.2,286.7,667.6,288.2,519.5,714
219058_x_at,2275,2423.6,2916.1,4831.7,3165.9,3717.5,4452.1,1087.1
219062_s_at,1279.9,3149.2,738.4,1151.6,952.6,1272.7,2507.2,1130.6
219065_s_at,600.5,676.6,868.8,917.6,518.7,419.5,601.7,1769.4
219077_s_at,759,1143.7,1749.5,1929.4,1471.6,1285.8,2115.7,923.5
219078_at,303.1,29.6,160.9,127.9,260.7,222.5,201.2,316.9
219083_at,1915.7,1975,1319.8,2561.9,856.7,1066,1071.7,1227.7
219086_at,342.2,289.5,160.8,189.6,379.3,376.4,381,255.6
219090_at,2091.4,1038.2,1070.8,1551.5,736.3,1085.8,1214.4,721.6
219093_at,846.6,2520.4,1218.3,1011.6,797.8,619,880.5,954.8
219094_at,140.3,265.3,227.6,535.4,293,289,274.1,1190.6
219097_x_at,3965.4,2194,1753,2220,2211.6,1798.2,2953.7,3061.9
219098_at,3903.2,1200.4,1336.4,1958.3,1263.2,1887.3,2806.9,985.5
219105_x_at,1028.1,1192.9,1237.7,813.1,781.5,456.3,1605.8,1435.1
219108_x_at,1239.4,683.5,1189.1,903.2,846.2,989.9,1588.2,583.7
219109_at,627.5,1060,140.3,344.6,1276.1,420.9,665.6,921.5
219110_at,750.5,522.7,524.6,173.6,265.4,380.6,499.6,343.6
219111_s_at,771.5,892.9,705.8,998.1,600.5,572.4,688.3,533.2
219112_at,624.6,1041.5,1014.8,568.1,857.8,977,284.6,1136.4
219114_at,537.5,457.6,269.4,933.6,305.2,575.2,361.5,365.6
219118_at,350,405,375.3,338.3,421.5,628.2,243.9,328.7
219123_at,289.3,370.6,307.2,154.2,496.8,393.7,309.5,462.7
219128_at,807,592.4,307.2,296.9,231.4,361.3,261.8,300.9
219130_at,234.5,721.9,422.2,131.6,435.7,492,607.5,337.9
219131_at,672.9,556.9,298,617.1,794.4,1057.6,662.2,357.2
219132_at,296.5,309.3,373.6,540.4,760.3,668.7,115.9,744.8
219136_s_at,656.7,1158.2,1084.1,812.8,1662,1366.4,366.3,1443.6
219137_s_at,425.3,1054.7,586.6,436.5,1000.8,686.2,406.8,1956.1
219138_at,1046,2196.8,2193.8,1745.2,2538,901.1,1987.9,2171
219140_s_at,1638.9,927.5,667.5,1361.4,944.7,600.9,194.9,869.3
219142_at,1597,1474.4,1274.5,103.4,183.9,842.6,686.4,1036
219144_at,1120,1728.1,1088.7,2019.5,1295.5,1096.5,1580.1,1127.6
219145_at,719,1134.6,1127,1633.2,525.4,331.4,608.4,854.9
219149_x_at,2846.5,3579.4,3752.1,3911.3,2826.6,5960.4,3817.5,2646.9
219150_s_at,451.4,362.7,79.6,132.8,312.6,124,504.7,140
219151_s_at,958.9,543.2,249.7,266.2,758.2,708.4,352.1,631.5
219155_at,1726,764.2,1156,1031,1692.4,491.5,4457.3,1446.3
219156_at,179,472.8,307.6,554.2,698.5,264.5,442.3,465.6
219157_at,8388.5,8131.5,7893.7,9985.4,4184,13245.1,6801.1,4420.6
219161_s_at,3463.2,1690.9,1574.8,1479.8,2066.1,1840.4,1491.1,1064.6
219162_s_at,422,38.9,414.2,636.2,289.2,80.9,320.5,141.2
219163_at,535.3,1766.1,557.7,598.2,1685.8,789.9,740,1264.1
219164_s_at,295.4,866.8,398.4,214.7,507.4,339.8,379.8,708.9
219166_at,348.6,102.1,134.1,285.2,163.8,156.1,190.1,85.8
219178_at,152.4,246.1,236.4,231.9,16.5,417.5,93.3,198.7
219180_s_at,1510,1647.6,1314.7,1465.7,2274.6,2992.9,1933.7,1638.2
219183_s_at,420,412.8,496.9,593.5,345.5,290.8,966.1,177.8
219184_x_at,645.8,1146.9,390.8,577.7,644.5,988.3,90,347.2
219185_at,646.6,469.2,765.6,2058.1,407.3,293,940,519.7
219186_at,1296,1488.5,1928.5,2998.8,1620.3,2086.3,1453.9,1273.2
219190_s_at,858,629.7,686.4,432.6,559.1,552.5,437.9,549.1
219192_at,548,128.6,357.7,14.8,407.7,75.3,286.8,301.5
219201_s_at,620.3,784.6,402.9,428.6,679.6,141.1,274.7,537.8
219206_x_at,699.6,1520.6,1366.7,1715.8,2162.7,1146.3,945.4,2013.7
219208_at,366.8,207.2,277.2,7.3,157.1,197.5,217.3,407.6
219209_at,226,86.9,178.1,245.4,15.5,242.1,86.1,182.5
219210_s_at,567.7,1062.8,2889.1,2745.9,660.8,2162.1,1935.9,1547.2
219212_at,323.2,150.4,46.7,132.6,288.9,135.2,102,476.8
219213_at,1165.1,749.6,834.4,283.2,782.7,520.1,534.8,1057.8
219220_x_at,1598.8,1343.8,1114.8,772.8,164.1,505.6,230,574
219225_at,679.6,942.6,645.6,1366.6,825.9,548.2,835.5,933
219226_at,1079.7,2009.8,2653.1,1383,1756.6,1892.9,656.6,1753.6
219228_at,458.7,713.2,1337.8,601,1322.9,1071.3,1101.2,560.6
219229_at,818,346,1057.8,406,1213.7,429.3,960.7,1320.4
219231_at,214,535.8,522.6,449.3,462.5,496.1,412.9,637.7
219236_at,2594,3925.8,3768.1,2738,7494,3805.3,4290.5,4245.2
219237_s_at,2320.8,744.4,2110,1105.3,711.6,1755.4,1358.8,1449.2
219240_s_at,482.4,876.6,604.3,399.7,393,804.2,444,959.9
219242_at,1159.4,762.4,1240.4,154.4,865.9,644.2,525.7,1309.4
219247_s_at,3058.7,3196,3040.2,6144.5,1827.2,2017.1,2815.7,2340.8
219250_s_at,1270.6,1362.4,2243.4,1653.6,796.9,1044.7,1717.3,990.3
219251_s_at,859.8,616.3,1304.8,841,902.7,1090.5,1005.3,579.7
219253_at,552.7,1046.1,597.3,609.9,1300.8,863.2,410.7,576.7
219260_s_at,293.1,238.7,551.2,504.1,45.6,73.8,340.8,225.5
219262_at,275.3,148.5,319.7,264.7,307.9,119.6,6.8,206.6
219263_at,266.3,378.1,240.2,284.8,136.1,371.9,147.8,124
219265_at,636.1,264.4,496.5,435.6,862.2,1078.8,423.1,874.4
219267_at,1278.3,1115,1170.1,502.6,1447.3,1407.5,1218.6,788.3
219269_at,686.8,299.3,510.5,673.5,1171.8,559.4,699,359.8
219273_at,2515.7,2321.7,1418.6,1534.7,2208.6,1772,2042.5,3187.2
219275_at,1721.8,1767.8,1264.4,3095.3,1581.7,1316.3,2188.8,1784.2
219279_at,62430.3,20796.5,41733.6,67483.5,31014.2,41801.2,23692.4,35683
219280_at,2854.8,1168.9,1985.9,491.4,1773.5,972.9,823.5,1640.8
219287_at,3465.3,3004.1,1877.8,1744,2867.3,3676,3681.1,2851.4
219289_at,599.3,279,310.5,18.8,1023.9,530.2,117.3,324.7
219293_s_at,5125.4,4807.6,5178.1,5728.4,3190.7,3866.4,3332.4,4094.5
219296_at,471.1,496.3,560.8,232.2,722.2,512.1,734.2,1207.7
219297_at,1590.1,1780.5,1548.9,1805.4,1201.4,1822.3,1840.3,1626.8
219299_at,494.3,506.7,611,348.8,412,847.7,131.1,864.4
219300_s_at,3836.6,7794.3,6936.2,3044.8,1797.4,3318.6,3002.2,7519.1
219301_s_at,16242.3,19875.7,16040.4,17588.8,6442.8,9629.6,5478.7,14287.7
219303_at,1670.2,1235,1028.5,1140.2,597.3,631.4,1954.5,1580.5
219305_x_at,717.6,369.7,880.8,1053.7,381.8,1077.6,692.6,348.1
219308_s_at,26373.2,47288.6,20837.9,41371.3,17472.6,34217.7,11885.7,32031.7
219310_at,1882.3,1363.4,1678.4,1881,1298,1458.2,1519.6,1081.5
219314_s_at,568.9,317.8,283.3,558.4,201.4,649.4,686.1,170.7
219318_x_at,393.3,664.1,320.9,162.1,599.3,176.3,531,540
219321_at,4621.5,3950.2,4274.6,4472.9,4044.3,3577,4981.2,3393.2
219326_s_at,236.6,234,186.1,127.1,193.4,36.9,232,174.9
219333_s_at,379.7,303.3,317.3,692.2,438.6,282.8,605.5,77.8
219336_s_at,533.9,845.7,671,594.9,996.9,651.9,1123.4,327.4
219338_s_at,1092.5,1059.1,724,778.2,652.4,481.7,165.1,1442.4
219339_s_at,503.4,236.7,51.9,65.7,10.8,444,213.3,266.2
219340_s_at,700,616.5,1020.2,700.3,474.3,729.1,816.5,671.5
219342_at,7460.8,5669.2,3396.9,3731.7,1842,3178.4,3505.4,3636.2
219343_at,899.5,606.7,784.9,227,611.1,495.7,477.5,751.3
219350_s_at,2757.5,3755.6,4769,3625,3287.9,5225.1,2652.1,2506.1
219351_at,212.4,494.5,455.4,436.8,260.6,571.2,296.6,815.1
219355_at,455.2,343.5,272,205.1,289,429.9,519.8,324.8
219356_s_at,1262.1,1240.4,1296.2,1470.8,1361.2,993.4,2291.1,1088.7
219358_s_at,712.4,260.8,29.4,692.4,342.5,325.9,404.7,447.5
219362_at,754.9,406.5,620.5,266.7,316.6,381.5,166.7,561.9
219368_at,4688,7095.4,4470.1,4554.2,1938.8,4627.7,1193.7,3384.2
219372_at,399.1,294.2,205.5,190.6,345.7,236,212,471.6
219375_at,930.3,467.2,627.3,801.1,442.4,531.5,407.4,896.9
219378_at,497.6,362.5,807.5,203.2,296.6,163.4,47.2,375.4
219387_at,6404.8,3557.6,2582,1984.2,4501.5,2386.9,2063.7,6857.8
219389_at,2123.7,2163.1,2745.5,2498.6,1364.4,3982.3,2530.2,2844.3
219392_x_at,10949.4,15398.1,14825,8817.7,19236.4,12982.7,25840.7,14341.6
219393_s_at,1494.2,2399.5,2338.1,3928.6,1566.1,1434.9,2805.7,1915.4
219397_at,957,1822.1,1090.5,1115.9,1299.1,873.8,1108.6,1224.1
219399_at,3927,2758.4,2048.7,2389.5,2204.2,1994.2,932.3,2527.5
219400_at,502.1,913.5,1045.2,837,547,466.5,1010.8,775.3
219406_at,262,115.6,81.1,377.3,382.5,375,308.5,341.7
219407_s_at,612.8,366.3,546.9,949.4,495,920.4,943.4,448.7
219409_at,659,336.1,487.9,610.7,250.1,206.5,334.5,208.7
219414_at,26693.4,24723.8,8169.2,7584,19256.8,22493.3,7803.9,18505.8
219420_s_at,1009.7,238.2,907.1,698.1,501.3,177.4,538.8,203.1
219421_at,593.2,659.8,180.2,515.4,35.5,319.3,397.3,127.5
219427_at,391.4,386.7,187,212,146.9,38.7,228.8,276.3
219429_at,604,414.2,605.9,892.3,850,518.9,1912.5,817.1
219439_at,994.8,662,1918.7,459.1,1212.7,1286.2,911.1,964.5
219449_s_at,1034.3,1171.1,1092.8,1062.9,564.9,875.4,497.2,525
219451_at,788.6,1063.6,1269.1,792.2,1224.1,449.4,1900.2,1564.6
219463_at,967.2,971.6,787.6,1010.6,356.8,454.2,1020.5,1700.3
219467_at,175.6,274.1,286.1,265.6,324.3,180.1,216.6,275.6
219471_at,561.5,294.2,128.3,410.5,121.6,401.4,505.6,192.6
219473_at,352,82.6,223.3,259.6,496,452.1,691.7,295.6
219481_at,398.5,377,244.7,421.7,252,308.5,105.5,251.7
219484_at,686,477.9,49.7,17.9,839.7,77.6,366.9,539
219485_s_at,1432,4268.9,2786.8,654.6,2278.4,1831.4,4092.1,1982.9
219487_at,387.3,554.9,384.3,230.7,243.5,793.2,171.6,292.3
219489_s_at,570.3,818.4,852.3,763.3,589.7,1098.2,1587.7,372
219497_s_at,5293.5,4811,2266.7,3702.9,2331.9,2801.5,1486.1,2229.7
219498_s_at,1215.9,1422.9,380,583.9,1888.3,550.1,1572.5,1146.2
219499_at,1343.6,2283.3,3244.2,1326.6,1039.9,1674.9,2105.8,2241.8
219507_at,1511.8,1831.5,1223.4,912.5,1335.6,876.1,628.3,1173.1
219526_at,903.7,1390.7,1168.5,1756.4,1934.7,1462.5,999,1346.2
219528_s_at,702.7,660.7,555.3,1269.7,522.8,3078.4,524.6,636.6
219532_at,564.3,182.5,483.1,384.7,214.1,457,466.6,178.4
219534_x_at,262.7,725.5,427.7,429.1,475.7,525.3,420.7,398
219538_at,636.3,129.9,277.6,78,642.4,465,204.2,320.1
219543_at,217.6,213.9,504.4,445.5,791.5,1195.5,42.8,1009.4
219547_at,341.3,483.9,693.9,203.8,794.7,389.7,303.5,745.5
219549_s_at,7778.7,9294.9,4630.1,4055.6,2401.2,2929.8,4435.2,8527.1
219551_at,239.5,3.8,7.8,210.7,36.1,148.1,189.3,192
219557_s_at,5882.1,2431.4,3695.7,2988,1043.5,1806.3,1909.9,3833.5
219558_at,2265.3,3299,3473.7,3281.7,2324.8,3918.7,3582.3,2353.1
219560_at,433.3,302.5,173,223.5,232.9,305.2,400.4,120.5
219562_at,404.2,312.3,466.5,453.3,418.4,324.2,476.7,204.2
219564_at,298.4,385.1,819,491.1,572.9,588.3,242.1,433.6
219565_at,411.9,436.2,290.5,642.7,785.5,625.3,826.2,390.8
219572_at,3148.7,2215.3,2748.9,1279.4,863.1,1454.2,1147.6,1383.4
219574_at,556.4,421.1,874.4,27.9,542.1,354.8,233,505.7
219575_s_at,1300.7,800.8,1182.6,1065.6,839.5,397.5,925.1,636.8
219582_at,960.8,555.7,661.1,717.6,1935.6,565.3,988.4,1559.2
219587_at,482.5,37.6,240.5,211.5,307,34,18.9,362.1
219590_x_at,742.4,1190.2,915.8,758,1079.4,948.4,1593.8,927.8
219596_at,879.6,408.5,415.2,191.3,369.1,484.1,585.7,213.1
219598_s_at,986.7,1560.5,2620.7,1961.7,1412.3,1060.6,1330.1,1665.3
219599_at,12523.7,12404.6,7217,9077.6,9054.6,12143.8,8960.9,10311.5
219600_s_at,1450.4,1783.9,988.1,2448.2,1070.6,3156.1,1933.2,1155.3
219602_s_at,239,57.5,19.8,480,432.5,10.6,55.2,202.9
219603_s_at,1968.1,2376.8,625.8,557.1,1893.5,110,899.9,2081.4
219605_at,343.1,560.8,1402.8,494.4,1033.9,1104.7,640.6,692.2
219619_at,5867.6,4329.7,2115.1,4672.9,1476.9,2680.1,2368.5,1752.6
219620_x_at,998.9,1264.1,1049.9,1833,1504,946.2,2272.1,911.5
219624_at,457.4,360.2,186.4,326.3,198.1,248.9,428.2,208.1
219627_at,299.4,208.8,307.2,270.5,289.1,249.5,185.9,401.2
219628_at,22362.8,19830.7,23362.3,13225.4,14453.5,13310.9,21282,14219.2
219635_at,597.4,362.5,272.6,206.6,379.8,9.6,358.2,590.9
219639_x_at,1470.8,1810.8,1188.4,1072.6,1558.8,1518.1,1420.2,1180.8
219642_s_at,2095.4,1959.4,1026.3,910.7,823,1050.6,853.1,1127.7
219643_at,323.5,761.1,369.9,324.1,561.5,238.2,513.3,127.1
219644_at,632.9,447.5,176.9,127.9,618.8,542.6,451.2,358.3
219645_at,346.5,269.2,286.7,26.1,15.7,192.4,153.2,27.5
219648_at,514.6,163.4,330.5,268.5,272,426.8,210,744.6
219657_s_at,927.5,725.2,620.1,593.6,1936.1,1212.6,1228.6,1484.7
219659_at,1798.9,2447.1,1873.5,1215.3,701.6,1831,677.9,2333.7
219661_at,379.7,208.6,109.2,349.8,419.3,116.2,618.1,111.7
219663_s_at,946.3,435.8,548,1520.4,516.7,278.3,1382.5,478.8
219666_at,334.3,506,389.6,445.3,599.9,663.4,257.4,336.7
219671_at,629.6,2611,1344.4,1538.8,622.1,625.2,489.1,2102.1
219675_s_at,1272.9,932.9,1298.7,871,557.6,758.5,667.8,1126.9
219678_x_at,2166.5,2824.7,2341.9,2595.3,2407.2,4291.5,4725.1,2199.9
219679_s_at,1184.4,4042.1,3508.3,2297.3,3362.1,3853,1911.8,4354.7
219682_s_at,1025.1,232.8,113.7,242.2,373.3,631.9,654.2,283.8
219683_at,1001.8,1642.1,1029.1,1086.2,703.4,824.7,733.2,996.3
219686_at,1213.8,1529.1,1357.1,1051,565.4,2031.3,1022.1,746.8
219689_at,827.3,539.9,566.9,1147.7,535.5,433.6,473.9,207.2
219693_at,834.7,250.2,286.1,81.6,32.5,254.3,530.5,112.9
219694_at,860.7,416,687.4,307.7,1008.8,1204.9,209.4,498.6
219700_at,1324.7,997.5,853.9,548.3,1247.4,861.1,944.9,1094.6
219703_at,594,421.1,452.5,325.8,688,562.2,616.3,658.7
219717_at,282.4,220.8,447.9,9.2,788.9,138.1,403.5,569.1
219720_s_at,610.2,614.6,531.9,410.6,382.9,254.7,193.9,701.9
219726_at,557.2,1048.9,968.6,1257.3,679.9,1260.5,595.9,526.3
219728_at,1026.4,430.6,371.3,1136.8,599.7,623.3,224.3,1139
219732_at,1300.6,2236,628.3,825.8,3031,447.3,801.5,1589.8
219736_at,991.7,1374.6,752.9,807.3,869.4,417.5,347.6,846.8
219737_s_at,2546,2797.6,2633.4,2535.6,4540.1,1272.7,3524.9,3403.1
219738_s_at,15847,14659.4,12717.8,6451.5,8330.1,12008.6,11007,9724.9
219741_x_at,2137.5,2070.4,2259.4,3707.8,3071.2,3605.3,3392.5,2530.8
219747_at,1882.3,1260.7,813,281.8,1497.8,1178.1,938,1037.4
219750_at,9731,5478.6,7536.9,3879.3,13526.3,6967.9,5850.2,13413
219753_at,640.7,318.8,664.5,579,583.4,460.3,626.4,565.9
219754_at,708.6,131.6,74,172.4,253.6,34.9,420.7,205.6
219755_at,325.6,319.4,95.1,270.8,32.2,117.4,210,21.6
219770_at,1822.2,2444.1,2755.4,1819.7,914.7,2310.1,4358.2,1795.2
219774_at,548.2,803.6,462.4,1161.9,888,375.2,455,434.1
219777_at,1157.4,614.8,284.1,803.9,1034.5,653,301.5,636.8
219778_at,2751.5,2783.7,3675.2,2100.7,1699.4,4275.5,1106.6,3628.5
219779_at,396.8,440.8,414.3,142.2,336.6,749.7,467.4,429.9
219787_s_at,144.3,254.5,103.9,187.1,120.8,141.9,15.7,2.3
219788_at,497.2,361.5,296.3,28.4,489.9,449.1,77.5,464.5
219797_at,1619.3,1522.3,2067.8,1402.2,1480.3,2096.9,2818.7,1337.8
219798_s_at,261.2,306.6,230.9,273.1,390.8,452.9,325.6,204.1
219802_at,1264.1,1703.5,1645.7,2366.6,1117.6,603.9,1025.5,988.7
219805_at,1191.3,853.6,536.7,704.6,761.9,851.3,1070.4,571.5
219806_s_at,883.9,1027.6,784.4,1009.3,267.3,451.7,419.8,352.2
219810_at,714.1,468.4,1130.9,844.6,442.8,337,698.4,572.7
219813_at,917.2,4717.9,1449.2,610.6,3216.2,3037.7,505.2,1377.1
219816_s_at,570.9,722.2,368.3,798.4,286.2,594.8,554.5,561.4
219821_s_at,2892.8,4581,1690.1,3527.6,2650.3,3671.5,5423.6,2634.4
219842_at,1034.9,1585.3,388.6,1229.5,916.9,664.5,1251.6,644.1
219843_at,715.9,211.7,317.4,228.2,747.7,618.1,451.4,494.9
219844_at,789.2,514.3,1276.9,874.5,795.1,1152,1858.8,1186.1
219848_s_at,371.5,818.4,646.4,620.7,312.3,533.8,750.2,2186.1
219850_s_at,922.4,164.1,658.2,134.1,659.7,517.8,579.4,549
219855_at,2224,3303.1,2404.2,2986,562.4,1938.3,949,1493
219858_s_at,726.2,873.5,868.7,724.3,439.5,656,486.6,1073.9
219866_at,283.5,177,379.7,535.9,61.4,346.2,45.3,190.3
219872_at,968,896.3,406.3,631.6,1465.7,648.8,544.2,856.9
219886_at,2940.6,3133.8,2955.7,2609.7,2142.3,1407.8,3194.7,3352.8
219892_at,423.7,385.2,407.7,23.8,387,347.3,263.2,627.4
219895_at,321.4,247.5,326.1,732.4,246.4,371.8,322.1,270.1
219908_at,233.7,150.2,23.4,264.4,344.7,79.5,120.9,99.5
219911_s_at,171.5,307.3,110.5,207.3,204.2,22.3,103.3,174.9
219913_s_at,382.8,459.9,449.5,125.1,397.7,259.8,478.3,500.8
219921_s_at,1591.5,791.9,1056.9,2053.4,1300.2,889.1,2513.3,1431.6
219925_at,557.6,394.7,344.3,319.3,434.9,379.9,302.2,488.5
219926_at,640.3,1337.6,820.6,376.1,414.2,389.8,906.6,1486.7
219933_at,847.7,1835.3,543.3,1135.9,988.5,1116,1361.2,610.4
219936_s_at,151.4,154.8,263.6,301,104.3,56.1,40.1,191.6
219937_at,2472.1,3707.3,3059.4,1228,838.9,1915.6,888.2,1440.9
219939_s_at,4204,4685.6,4508.4,6314.2,4297.3,4295.5,4558.7,6168.4
219940_s_at,480.3,745.9,303,430,396.4,537.6,478.1,439.8
219944_at,1039.7,710.8,1573.5,801.4,1805.1,1232.5,2371.4,1988
219945_at,209.6,711.5,288.8,446.5,379.1,616.7,514.2,436.9
219949_at,566.9,760.2,523.2,320.4,316.2,879.1,22.2,875.5
219951_s_at,466.7,405.3,423.5,468.7,140.4,143,434.2,474.1
219956_at,346.2,81.5,425.8,33.3,56.4,37.5,18.5,222.8
219960_s_at,201.2,160.3,180.4,463.8,162.1,41.5,152,228.8
219961_s_at,317.6,171.3,244.2,5.8,265.8,33.7,293.2,218.5
219966_x_at,1149.7,1073.8,1816.2,2391.1,1249.1,824.3,1552.6,914.3
219972_s_at,1342.8,1528.3,755.3,281.5,1709.6,1453.8,539.3,1797.7
219973_at,283.2,139.2,23.2,90.5,225.2,192,141.9,22.1
219976_at,541.4,529.7,935.2,424,365.2,214.7,452,471.9
219980_at,224.2,744.5,290.3,395.6,469.7,557.2,204.4,302
219981_x_at,720.5,1848.5,1112.7,166.5,1267.9,2002,2725.8,1526.4
219990_at,230,72.5,87.2,146.8,41.8,231.8,94.2,14.7
219992_at,619,336.2,438.7,167.8,242.6,150.4,131.5,377.8
219998_at,1435.7,1172.9,829.7,524.1,447,273.6,476.6,686.7
219999_at,877.3,656.8,625.7,309.3,748.3,277.9,564.1,1593
220004_at,256.9,95.1,9.2,176.3,152.7,97.9,10.8,62.8
220005_at,453.3,221.6,434.6,320.4,287.5,174.4,204.9,334.6
220006_at,301.9,185.6,224,37.9,38.7,71.2,44.1,217.3
220008_at,900.6,1575.2,1244.7,802,2014,811.4,2570.8,1379.9
220019_s_at,716,840.4,913.5,373.3,770,887.8,1166.8,748.1
220021_at,214.4,537.2,99.3,625,199.6,285.6,267.9,377.4
220024_s_at,619.7,431.3,780.4,893.5,506.9,916.7,729.5,270.1
220025_at,1030.1,1437.3,798.8,1356,867,364,1619.3,289.2
220026_at,279.9,161.4,114,52.5,655,580.7,168.3,659.2
220027_s_at,232.3,34.4,164.8,32.8,181.5,99.6,7.9,255.1
220030_at,2268.7,7481.6,1182,1259.8,413.2,590.4,1035,1738.4
220031_at,612.3,427,191.7,10.5,681.7,662.6,201.1,530.2
220032_at,418.6,181.9,140,252.8,355.1,358,465,202.6
220034_at,262.6,218.6,126.8,55.4,104,227.1,203.3,145
220041_at,331.3,469.6,502.2,671.6,285,506.7,865.4,484.5
220044_x_at,5919.6,7185.3,8410.8,7686.3,5695.8,6111,4092.1,8675.4
220052_s_at,833.6,759.2,580.5,987.4,919.3,462.2,550.5,820.6
220069_at,415.5,404.3,73.2,67.1,83.9,419.5,90.4,37.5
220071_x_at,3319.5,3960.2,3927.4,3794.3,4746.9,4988.3,6557.3,3500.5
220079_s_at,2955.3,4170.9,4515.7,416.9,4196.6,1420,3007,6733.7
220080_at,473.4,22,551.8,72,374.4,266.8,751.5,70.4
220083_x_at,1664,1686.7,1972.1,773.3,942.8,1127.8,1822.2,2454.9
220086_at,535.1,331.8,579.7,60.2,793.7,360.3,23.3,823.5
220087_at,424.2,237.3,201.1,114.2,459.1,260.8,179.6,455.4
220094_s_at,1699.5,1312.5,1675.1,1474.7,934.8,1716.3,1669.9,1370.9
220096_at,1527.2,1865.2,872.5,4292.6,1905.8,4508.2,2355.7,2029.4
220097_s_at,487.7,316.8,348.9,218.4,203,497.7,550.9,395.9
220099_s_at,3871.1,4804.9,5374.9,4930.8,6905.1,4672.1,4893.2,5306
220103_s_at,227.8,380.9,102.9,113.6,360.8,193.5,233.9,350.8
220109_at,907,374.4,1264.2,503.6,1026.4,1057,1140.4,994.7
220113_x_at,1420.2,1337.1,1286.6,961.9,1563.2,2029.1,1133.3,1170.5
220115_s_at,1327.8,1614.8,1202.7,644.4,1024.2,1292.2,1452.5,1353.4
220119_at,373.5,345.2,208.9,235,838.8,228.8,423.9,222.9
220122_at,944,1488.2,588.9,266.4,233.6,409.3,462.7,1182.9
220123_at,347.7,328.5,267.1,115.4,127.9,521.4,405.3,583.7
220124_at,174,170.7,283.3,346.7,516.2,313.4,45.1,604.1
220129_at,205.6,159.6,13.7,182.4,145.5,12.6,171.9,187.1
220143_x_at,706.7,611.7,853.3,1009.8,711.9,796.2,1509.6,801.8
220145_at,6646,8019.2,5398.9,5982.1,4858.9,6407.6,3376.8,7104.4
220153_at,209.9,169.7,261.3,161,326.8,103.8,75.2,139.2
220154_at,1298.8,1323,1667.5,768.4,1927.5,1111.6,1397.4,2316.6
